edad_categoria,nivel_educacion,rango_ingreso,tipo_donante,frecuencia_donacion,canal_donacion,participacion_eventos,voluntariado,años_como_donante,monto_ultima_donacion,confianza_financiera,confianza_mision,confianza_transparencia,confianza_liderazgo,satisfaccion_comunicacion,satisfaccion_impacto,satisfaccion_reconocimiento,satisfaccion_general,satisfaccion_transparencia,conexion_emocional,identificacion_mision,orgullo_donante,compromiso_futuro,percepcion_impacto,percepcion_eficacia,donara_proximo_año
56-65,Universitario,500k-1M,Fundación,Primera vez,Teletón anual,Nunca,No,0,8760000,7,10,10,4,9,2,7,7,5,2,5,6,10,10,1,No
46-55,Universitario,<500k,Individual,Semestral,Transferencia,2-3 veces,No,1,15000,8,7,1,5,10,6,4,7,6,7,6,6,8,8,10,No
36-45,Técnico,2M-4M,Individual,Mensual,Web,Nunca,Sí,3,14000,10,6,5,1,6,10,9,9,5,2,7,10,10,6,9,Sí
36-45,Secundaria,2M-4M,Individual,Anual,Transferencia,Nunca,No,2,188000,8,2,1,10,7,8,9,9,5,2,10,10,5,6,10,No
56-65,Postgrado,1M-2M,Individual,Primera vez,Transferencia,Nunca,No,0,32000,5,3,10,10,7,10,7,1,3,2,10,8,6,6,9,No
36-45,Técnico,4M+,Individual,Anual,Web,2-3 veces,Sí,2,46000,9,9,2,2,6,10,10,9,10,10,9,6,8,10,1,Sí
56-65,Técnico,500k-1M,Empresa,Anual,Teletón anual,Nunca,No,0,3067000,5,2,10,10,8,10,8,1,7,10,6,9,5,10,6,Sí
36-45,Técnico,2M-4M,Empresa,Anual,Teletón anual,Nunca,No,0,482000,5,2,10,10,7,10,8,1,2,6,9,4,10,7,7,Sí
36-45,Técnico,<500k,Individual,Semestral,Web,2-3 veces,No,4,89000,8,5,10,6,4,8,10,5,9,10,7,5,7,6,5,No
36-45,Universitario,500k-1M,Empresa,Semestral,Presencial,Nunca,No,4,5843000,8,7,4,3,8,7,9,10,10,10,4,6,4,5,10,Sí
36-45,Universitario,<500k,Empresa,Primera vez,Web,Nunca,No,0,1952000,4,3,6,9,4,1,4,6,6,5,7,6,4,7,10,No
46-55,Universitario,<500k,Empresa,Primera vez,Presencial,Nunca,No,0,173000,6,6,10,1,8,5,7,2,8,3,5,10,10,10,1,No
36-45,Secundaria,<500k,Individual,Mensual,Otro,2-3 veces,No,0,184000,6,6,10,4,6,10,6,10,8,7,6,9,2,8,5,No
26-35,Técnico,1M-2M,Individual,Primera vez,Teletón anual,Nunca,No,0,34000,5,5,5,10,6,8,7,3,8,6,6,10,3,3,5,No
56-65,Universitario,1M-2M,Individual,Primera vez,Transferencia,4+,No,0,310000,8,4,5,1,9,9,7,2,4,3,6,7,10,5,7,No
36-45,Secundaria,500k-1M,Individual,Primera vez,Transferencia,1 vez,No,0,4000,7,10,9,1,7,1,3,9,6,7,6,6,8,5,7,Sí
36-45,Técnico,<500k,Individual,Primera vez,Otro,Nunca,No,0,124000,6,10,5,4,4,10,6,10,7,7,6,10,4,5,5,Sí
56-65,Universitario,1M-2M,Individual,Anual,Otro,4+,No,1,18000,6,10,4,7,5,10,8,8,10,10,4,7,7,7,10,Sí
46-55,Secundaria,1M-2M,Empresa,Trimestral,Transferencia,Nunca,No,0,13758000,5,10,4,10,6,7,6,10,7,7,10,10,2,8,10,Sí
26-35,Universitario,500k-1M,Empresa,Anual,Teletón anual,Nunca,No,4,817000,10,1,4,10,8,5,8,7,9,10,6,8,3,9,10,No
66+,Técnico,1M-2M,Empresa,Anual,Transferencia,Nunca,No,1,143000,8,3,6,9,8,7,9,3,5,7,6,1,10,9,5,No
46-55,Secundaria,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,1,259000,6,6,5,10,5,10,7,5,2,8,7,10,7,8,2,No
36-45,Técnico,500k-1M,Individual,Anual,Transferencia,Nunca,No,1,59000,9,10,1,1,5,10,7,7,10,7,7,10,10,4,10,No
26-35,Postgrado,2M-4M,Individual,Trimestral,Presencial,Nunca,No,14,22000,8,4,4,10,8,7,10,5,4,4,10,10,9,5,10,Sí
56-65,Universitario,500k-1M,Individual,Trimestral,Teletón anual,Nunca,No,9,111000,7,1,10,6,7,7,8,9,4,10,8,1,10,7,10,No
46-55,Postgrado,500k-1M,Individual,Primera vez,Web,1 vez,No,0,146000,7,1,6,6,10,10,6,4,7,1,8,6,10,7,10,No
36-45,Universitario,2M-4M,Individual,Semestral,Web,Nunca,Sí,2,108000,6,8,8,7,7,4,5,10,8,10,8,7,10,9,6,No
56-65,Secundaria,1M-2M,Individual,Anual,Web,4+,Sí,1,15000,7,10,10,9,10,5,8,5,2,8,8,7,10,7,6,Sí
56-65,Universitario,<500k,Empresa,Mensual,Teletón anual,Nunca,No,3,5967000,8,8,10,1,5,10,8,10,6,5,8,10,3,7,9,No
26-35,Técnico,<500k,Individual,Anual,Transferencia,Nunca,No,0,28000,6,6,8,1,4,9,10,9,8,10,4,7,2,8,7,Sí
36-45,Universitario,<500k,Individual,Mensual,Otro,Nunca,No,5,50000,9,9,2,6,5,10,7,10,10,4,7,8,10,7,10,Sí
26-35,Secundaria,1M-2M,Individual,Semestral,Otro,Nunca,No,3,48000,10,1,4,10,9,1,3,10,10,4,10,9,3,7,10,No
46-55,Universitario,500k-1M,Individual,Primera vez,Teletón anual,Nunca,No,0,123000,5,6,9,5,10,2,3,1,5,2,10,10,5,8,8,No
18-25,Secundaria,<500k,Individual,Anual,Presencial,1 vez,No,1,4000,4,10,8,10,5,10,8,4,7,8,5,1,10,7,9,Sí
46-55,Técnico,2M-4M,Individual,Mensual,Transferencia,2-3 veces,No,7,75000,4,6,9,10,6,6,6,5,3,5,8,6,10,7,9,No
46-55,Universitario,500k-1M,Individual,Trimestral,Teletón anual,4+,No,7,35000,7,6,5,8,5,9,8,5,10,10,6,3,7,7,10,No
56-65,Universitario,<500k,Individual,Primera vez,Teletón anual,Nunca,No,0,18000,5,10,4,1,2,10,6,8,9,10,10,6,1,9,1,Sí
36-45,Técnico,500k-1M,Individual,Semestral,Teletón anual,2-3 veces,No,2,21000,8,3,10,6,8,3,7,5,6,3,5,8,10,5,10,No
56-65,Técnico,1M-2M,Individual,Anual,Presencial,Nunca,No,1,39000,7,8,3,10,7,3,7,10,10,7,9,8,4,10,6,No
26-35,Técnico,<500k,Individual,Primera vez,Web,Nunca,No,0,1000,3,9,10,1,6,7,4,10,2,10,4,1,8,4,9,No
56-65,Universitario,500k-1M,Empresa,Anual,Transferencia,2-3 veces,No,1,11286000,4,10,4,7,4,10,7,10,10,8,7,7,7,6,8,No
26-35,Postgrado,1M-2M,Individual,Primera vez,Teletón anual,Nunca,No,0,22000,7,7,5,8,9,9,5,9,10,4,6,10,5,8,7,Sí
36-45,Postgrado,500k-1M,Individual,Trimestral,Transferencia,Nunca,No,2,17000,8,10,1,1,6,10,6,10,10,6,9,10,7,9,5,Sí
56-65,Universitario,500k-1M,Individual,Anual,Teletón anual,Nunca,No,13,95000,7,10,8,10,8,3,6,8,7,6,6,10,4,5,10,Sí
26-35,Técnico,500k-1M,Empresa,Trimestral,Teletón anual,Nunca,No,1,476000,4,3,10,10,4,10,7,1,2,6,9,4,7,5,10,Sí
26-35,Universitario,<500k,Empresa,Primera vez,Web,1 vez,No,0,235000,7,5,6,6,6,8,8,5,5,2,7,10,3,7,7,No
46-55,Técnico,<500k,Individual,Anual,Teletón anual,Nunca,Sí,1,19000,10,6,10,1,8,10,7,4,6,9,8,10,1,10,4,Sí
46-55,Técnico,500k-1M,Individual,Primera vez,Presencial,4+,Sí,0,39000,7,7,7,4,7,6,8,5,10,3,8,10,8,9,8,Sí
46-55,Universitario,<500k,Empresa,Primera vez,Teletón anual,Nunca,No,0,386000,5,6,4,1,6,8,9,5,6,7,4,2,10,6,8,No
46-55,Secundaria,<500k,Individual,Primera vez,Transferencia,Nunca,No,0,318000,6,8,3,10,7,10,8,5,9,2,8,10,10,2,7,No
36-45,Postgrado,1M-2M,Individual,Primera vez,Web,Nunca,No,0,165000,4,7,9,9,4,10,7,7,3,8,5,4,7,6,6,No
26-35,Universitario,4M+,Individual,Anual,Web,Nunca,Sí,2,148000,9,5,10,10,7,2,8,5,1,7,9,10,2,8,8,No
36-45,Universitario,1M-2M,Empresa,Anual,Teletón anual,Nunca,No,5,1461000,8,1,10,7,7,7,9,6,4,8,8,8,10,7,9,Sí
26-35,Universitario,2M-4M,Empresa,Anual,Teletón anual,1 vez,Sí,4,3400000,4,8,10,10,7,10,7,5,1,10,7,10,8,6,9,Sí
56-65,Postgrado,<500k,Individual,Anual,Presencial,2-3 veces,No,3,27000,7,10,7,1,7,7,9,9,10,10,6,6,8,8,7,Sí
46-55,Universitario,2M-4M,Individual,Trimestral,Teletón anual,2-3 veces,No,3,96000,8,7,10,2,4,10,8,10,1,1,9,9,10,6,10,No
36-45,Universitario,<500k,Individual,Trimestral,Presencial,1 vez,Sí,6,38000,7,6,1,4,4,8,6,5,9,5,10,10,5,10,10,No
36-45,Secundaria,2M-4M,Individual,Anual,Otro,2-3 veces,No,0,40000,7,10,7,3,3,1,9,10,4,7,7,6,8,10,9,No
66+,Universitario,4M+,Fundación,Anual,Teletón anual,Nunca,No,5,3190000,5,5,10,7,9,4,7,5,1,9,5,10,5,9,5,No
26-35,Secundaria,1M-2M,Individual,Primera vez,Teletón anual,1 vez,No,0,82000,7,2,3,10,8,7,6,1,10,2,8,7,3,6,3,No
46-55,Universitario,4M+,Individual,Mensual,Transferencia,Nunca,No,0,24000,6,10,3,3,9,4,6,10,9,6,5,6,10,6,6,Sí
36-45,Universitario,500k-1M,Individual,Primera vez,Otro,Nunca,No,0,300000,2,6,6,9,7,1,6,5,3,8,4,7,5,6,10,No
46-55,Universitario,500k-1M,Individual,Anual,Presencial,Nunca,No,6,41000,7,7,5,8,3,4,9,7,7,9,6,10,8,10,7,No
18-25,Secundaria,500k-1M,Individual,Anual,Web,Nunca,No,3,105000,9,1,5,9,5,10,9,3,5,8,7,10,10,9,10,No
56-65,Secundaria,500k-1M,Individual,Anual,Transferencia,Nunca,No,2,287000,7,9,9,5,7,10,8,9,6,9,5,10,5,8,7,No
66+,Universitario,<500k,Individual,Primera vez,Teletón anual,2-3 veces,Sí,0,172000,9,6,8,1,6,10,7,4,5,10,3,6,1,8,5,Sí
46-55,Secundaria,1M-2M,Individual,Semestral,Otro,Nunca,No,3,9000,8,2,10,10,7,1,10,7,9,9,5,5,10,8,7,Sí
46-55,Secundaria,4M+,Individual,Primera vez,Otro,Nunca,No,0,85000,7,5,3,7,7,9,6,10,2,6,8,6,8,7,6,Sí
56-65,Secundaria,<500k,Individual,Semestral,Teletón anual,Nunca,No,3,139000,7,8,5,8,7,4,5,8,8,10,5,3,6,9,5,Sí
46-55,Postgrado,1M-2M,Individual,Primera vez,Teletón anual,Nunca,No,0,146000,6,10,10,2,6,3,9,9,1,1,6,8,10,7,3,No
26-35,Universitario,2M-4M,Empresa,Primera vez,Teletón anual,Nunca,No,0,1177000,6,1,10,3,5,4,5,8,7,8,10,5,9,8,7,No
46-55,Técnico,2M-4M,Empresa,Trimestral,Teletón anual,Nunca,Sí,3,582000,7,10,5,5,9,7,6,10,10,4,7,10,4,8,10,No
46-55,Técnico,2M-4M,Fundación,Primera vez,Presencial,Nunca,No,0,11332000,7,7,6,10,5,10,2,7,7,4,7,2,9,6,10,No
36-45,Técnico,500k-1M,Individual,Trimestral,Teletón anual,Nunca,No,5,13000,6,8,8,4,4,10,8,9,8,7,6,6,10,6,6,Sí
46-55,Universitario,4M+,Fundación,Anual,Teletón anual,1 vez,No,8,808000,6,7,10,5,5,9,4,4,1,8,10,5,5,6,8,Sí
66+,Universitario,1M-2M,Individual,Primera vez,Teletón anual,1 vez,No,0,23000,4,7,7,7,5,10,4,3,9,1,6,10,9,3,6,No
56-65,Técnico,<500k,Individual,Mensual,Otro,Nunca,Sí,7,165000,10,1,9,5,9,8,8,3,9,10,7,6,1,6,10,Sí
36-45,Secundaria,500k-1M,Individual,Primera vez,Web,Nunca,No,0,20000,7,1,1,10,6,10,7,9,10,7,9,7,1,5,10,No
26-35,Secundaria,1M-2M,Individual,Trimestral,Web,Nunca,No,1,35000,8,7,4,10,7,1,6,5,10,10,7,6,9,6,6,No
66+,Universitario,<500k,Individual,Primera vez,Teletón anual,1 vez,No,0,331000,4,10,3,1,4,6,6,6,9,4,7,10,10,9,3,No
56-65,Universitario,1M-2M,Individual,Trimestral,Otro,Nunca,No,2,47000,8,9,5,10,9,1,5,6,10,7,7,10,1,7,10,No
26-35,Técnico,1M-2M,Individual,Primera vez,Presencial,Nunca,No,0,21000,6,10,2,9,5,6,5,9,10,4,6,8,8,7,7,No
56-65,Secundaria,<500k,Individual,Anual,Teletón anual,1 vez,No,2,17000,8,7,4,1,7,7,8,7,9,6,8,7,7,8,10,Sí
56-65,Secundaria,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,5,75000,6,5,5,1,10,3,6,7,8,5,8,3,10,10,4,Sí
36-45,Postgrado,1M-2M,Individual,Mensual,Teletón anual,Nunca,No,6,10000,8,8,9,2,8,2,7,9,6,6,6,9,3,6,3,No
46-55,Técnico,500k-1M,Individual,Trimestral,Teletón anual,Nunca,No,4,37000,7,10,6,5,4,3,4,8,6,9,6,8,8,7,6,No
36-45,Universitario,<500k,Empresa,Trimestral,Web,2-3 veces,Sí,2,4730000,6,2,2,10,3,1,9,5,10,10,6,5,5,7,10,No
18-25,Universitario,<500k,Empresa,Trimestral,Otro,2-3 veces,Sí,4,313000,9,8,2,9,7,6,8,10,10,10,5,6,8,9,10,No
36-45,Técnico,500k-1M,Individual,Primera vez,Web,1 vez,No,0,75000,3,10,7,1,4,4,8,10,6,8,4,7,7,9,3,Sí
56-65,Técnico,2M-4M,Individual,Anual,Presencial,Nunca,No,0,238000,8,9,3,3,8,4,10,10,10,9,8,8,6,8,10,Sí
18-25,Secundaria,<500k,Individual,Anual,Web,Nunca,No,22,111000,10,10,3,6,7,10,5,8,10,9,9,5,9,10,9,Sí
36-45,Universitario,1M-2M,Empresa,Anual,Transferencia,4+,No,1,2347000,6,10,7,10,7,2,6,6,4,1,9,7,10,8,4,No
36-45,Universitario,<500k,Individual,Anual,Transferencia,2-3 veces,No,0,21000,6,10,8,1,6,10,3,7,3,7,3,3,10,7,9,No
36-45,Universitario,500k-1M,Individual,Anual,Teletón anual,Nunca,No,9,206000,7,4,3,10,10,10,10,1,5,7,7,10,5,10,9,Sí
56-65,Universitario,1M-2M,Individual,Primera vez,Teletón anual,1 vez,Sí,0,35000,7,10,6,1,10,1,6,7,6,9,5,5,8,7,1,Sí
36-45,Secundaria,1M-2M,Individual,Semestral,Web,Nunca,Sí,5,11000,7,10,3,1,6,8,9,8,9,8,8,10,7,6,10,Sí
36-45,Postgrado,<500k,Individual,Primera vez,Teletón anual,Nunca,No,0,41000,7,6,5,8,7,2,4,8,5,9,6,5,3,8,10,No
46-55,Universitario,500k-1M,Empresa,Anual,Teletón anual,1 vez,No,2,325000,10,10,3,10,7,1,9,8,8,10,9,10,4,7,9,No
36-45,Técnico,<500k,Individual,Anual,Web,Nunca,No,1,281000,6,5,6,10,6,1,10,7,8,8,7,5,5,7,7,No
26-35,Postgrado,500k-1M,Individual,Trimestral,Otro,2-3 veces,No,2,61000,4,10,4,10,5,10,7,5,7,10,4,8,6,9,6,No
36-45,Universitario,1M-2M,Empresa,Semestral,Web,Nunca,No,2,954000,9,5,6,3,5,10,5,5,9,10,6,2,6,7,7,No
26-35,Universitario,<500k,Empresa,Semestral,Presencial,Nunca,No,6,422000,10,4,10,10,5,10,7,5,7,2,8,4,10,8,4,No
26-35,Universitario,500k-1M,Individual,Primera vez,Web,2-3 veces,Sí,0,51000,7,9,1,10,7,7,2,5,10,8,7,10,8,8,4,No
36-45,Universitario,500k-1M,Individual,Anual,Transferencia,2-3 veces,No,13,357000,6,3,10,9,6,8,7,9,5,10,5,2,6,6,8,Sí
36-45,Universitario,2M-4M,Individual,Primera vez,Web,Nunca,No,0,9000,6,10,5,1,1,10,8,9,10,5,4,7,7,7,7,No
56-65,Secundaria,4M+,Empresa,Anual,Presencial,Nunca,No,3,460000,5,10,8,5,8,10,7,8,8,3,8,10,10,10,4,No
36-45,Técnico,<500k,Individual,Anual,Web,Nunca,No,4,11000,9,3,2,10,7,6,6,5,10,8,5,10,6,5,7,Sí
46-55,Postgrado,1M-2M,Empresa,Primera vez,Web,Nunca,No,0,284000,4,4,6,10,9,1,7,3,3,7,3,5,5,7,9,No
46-55,Técnico,500k-1M,Individual,Primera vez,Web,2-3 veces,Sí,0,7000,6,5,4,10,7,1,7,7,6,6,6,5,5,5,8,No
18-25,Técnico,500k-1M,Individual,Mensual,Web,2-3 veces,No,4,78000,6,10,4,4,4,10,4,9,7,10,7,7,10,9,5,Sí
46-55,Técnico,1M-2M,Individual,Mensual,Teletón anual,Nunca,No,9,61000,8,10,5,2,3,9,7,8,10,7,6,10,10,9,8,No
26-35,Técnico,2M-4M,Individual,Anual,Teletón anual,Nunca,No,1,318000,7,5,8,4,6,8,10,3,8,4,6,7,9,7,6,No
66+,Universitario,2M-4M,Individual,Primera vez,Teletón anual,Nunca,No,0,67000,7,4,10,10,5,1,3,7,3,5,7,5,10,10,4,No
26-35,Postgrado,500k-1M,Individual,Primera vez,Presencial,2-3 veces,Sí,0,31000,6,7,1,4,8,1,6,6,6,10,5,6,1,8,8,No
36-45,Técnico,500k-1M,Individual,Anual,Teletón anual,Nunca,No,6,50000,6,7,10,10,7,4,10,7,10,8,8,10,10,9,5,No
18-25,Secundaria,1M-2M,Fundación,Mensual,Teletón anual,Nunca,Sí,12,8782000,9,10,8,4,9,4,9,8,5,10,7,10,4,9,3,Sí
66+,Técnico,500k-1M,Individual,Primera vez,Transferencia,Nunca,No,0,58000,6,6,2,10,3,5,5,10,6,4,7,4,10,8,5,No
36-45,Postgrado,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,3,7000,6,10,10,10,9,2,7,4,3,10,9,3,7,5,5,No
46-55,Universitario,500k-1M,Individual,Primera vez,Web,Nunca,No,0,1293000,10,8,1,1,7,1,6,9,10,8,8,10,9,7,6,No
18-25,Técnico,1M-2M,Individual,Mensual,Teletón anual,Nunca,No,11,93000,9,1,1,10,3,10,6,4,10,8,10,6,4,8,7,Sí
46-55,Universitario,<500k,Individual,Anual,Otro,2-3 veces,No,3,64000,7,3,10,10,10,5,7,1,2,7,9,8,10,7,1,Sí
26-35,Universitario,<500k,Individual,Semestral,Presencial,2-3 veces,No,0,105000,10,2,2,10,7,9,6,4,10,9,8,5,9,8,8,Sí
56-65,Universitario,2M-4M,Empresa,Anual,Presencial,1 vez,No,5,3759000,10,10,1,10,8,1,7,10,10,5,7,9,10,10,6,Sí
26-35,Postgrado,<500k,Individual,Semestral,Web,Nunca,No,3,117000,7,10,9,9,5,1,6,10,3,7,7,10,6,6,10,No
26-35,Técnico,500k-1M,Individual,Primera vez,Transferencia,Nunca,No,0,42000,7,10,3,7,9,2,3,10,8,10,5,6,1,6,8,Sí
18-25,Universitario,<500k,Individual,Primera vez,Teletón anual,Nunca,No,0,23000,4,6,10,10,4,4,6,8,6,10,7,10,6,5,10,Sí
36-45,Universitario,<500k,Individual,Mensual,Teletón anual,Nunca,No,0,103000,7,1,10,7,9,9,10,1,5,3,9,8,10,4,10,No
46-55,Universitario,<500k,Individual,Trimestral,Teletón anual,2-3 veces,No,4,79000,7,1,8,10,9,10,7,4,4,9,6,7,10,9,6,No
18-25,Universitario,<500k,Empresa,Trimestral,Web,Nunca,No,4,167000,8,4,10,1,5,10,6,8,3,7,7,9,7,7,7,No
56-65,Universitario,2M-4M,Empresa,Semestral,Web,Nunca,No,3,165000,8,8,4,4,10,10,9,2,7,6,6,9,7,7,3,No
36-45,Universitario,500k-1M,Individual,Trimestral,Web,2-3 veces,No,8,19000,9,10,10,1,7,10,7,10,5,8,8,8,10,5,10,Sí
36-45,Secundaria,2M-4M,Individual,Primera vez,Teletón anual,2-3 veces,No,0,274000,7,10,2,10,7,3,10,8,10,10,6,2,10,6,6,No
36-45,Universitario,500k-1M,Individual,Anual,Web,Nunca,No,4,71000,5,10,10,1,4,10,7,8,4,9,6,8,8,9,3,No
36-45,Postgrado,500k-1M,Individual,Anual,Transferencia,Nunca,No,0,120000,6,4,10,3,10,10,8,1,4,7,6,7,5,7,10,No
46-55,Postgrado,500k-1M,Individual,Semestral,Web,Nunca,Sí,5,266000,6,8,10,1,5,10,5,8,10,10,8,7,10,7,1,No
26-35,Secundaria,500k-1M,Individual,Anual,Transferencia,Nunca,No,2,51000,7,10,4,4,9,3,8,8,10,7,7,9,7,8,5,No
26-35,Secundaria,1M-2M,Individual,Primera vez,Teletón anual,Nunca,No,0,73000,8,5,4,1,4,10,7,8,9,7,6,4,10,4,10,No
56-65,Secundaria,500k-1M,Individual,Anual,Presencial,Nunca,No,5,132000,5,10,1,10,6,1,7,8,10,10,8,3,7,8,5,No
66+,Universitario,500k-1M,Individual,Trimestral,Web,2-3 veces,No,2,21000,7,3,10,10,9,10,6,6,7,2,7,2,10,5,7,Sí
36-45,Universitario,2M-4M,Individual,Anual,Teletón anual,Nunca,Sí,11,53000,9,10,7,1,9,10,6,10,1,10,10,10,1,6,8,Sí
26-35,Técnico,2M-4M,Individual,Primera vez,Teletón anual,Nunca,No,0,58000,6,10,5,10,3,10,7,6,9,3,5,10,8,4,1,No
46-55,Universitario,2M-4M,Individual,Primera vez,Web,Nunca,Sí,0,16000,7,1,1,10,8,2,7,1,7,10,6,7,3,6,9,No
36-45,Universitario,500k-1M,Empresa,Primera vez,Presencial,Nunca,Sí,0,12041000,6,4,2,9,8,7,6,5,10,8,4,7,5,6,6,No
18-25,Universitario,1M-2M,Individual,Anual,Web,2-3 veces,No,12,807000,8,10,3,3,5,10,8,5,5,4,7,1,10,7,7,No
26-35,Universitario,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,1,9000,7,7,9,1,10,5,7,6,4,10,4,5,10,6,8,Sí
46-55,Universitario,500k-1M,Individual,Anual,Presencial,Nunca,No,0,11000,8,10,7,1,4,8,7,9,6,7,9,10,10,9,6,Sí
46-55,Universitario,<500k,Empresa,Semestral,Transferencia,Nunca,No,2,2168000,5,10,7,7,6,7,7,10,4,4,9,10,10,9,9,No
18-25,Técnico,500k-1M,Individual,Anual,Web,1 vez,No,2,242000,7,5,10,7,8,10,7,4,4,3,9,10,7,7,7,No
26-35,Universitario,<500k,Individual,Trimestral,Web,Nunca,No,1,118000,8,7,2,10,5,10,10,9,10,6,8,9,9,6,5,Sí
26-35,Universitario,500k-1M,Individual,Primera vez,Teletón anual,1 vez,No,0,15000,7,4,8,8,7,1,7,5,4,3,5,10,10,5,8,No
46-55,Universitario,2M-4M,Individual,Anual,Web,Nunca,No,3,104000,10,2,9,1,7,3,8,9,8,6,6,8,10,7,9,No
18-25,Universitario,<500k,Fundación,Trimestral,Teletón anual,Nunca,No,0,1006000,6,4,10,10,7,6,8,10,2,7,10,10,1,5,10,No
26-35,Universitario,<500k,Individual,Primera vez,Otro,Nunca,Sí,0,291000,9,4,4,1,8,8,5,3,7,4,9,8,6,4,10,No
56-65,Secundaria,<500k,Empresa,Primera vez,Web,2-3 veces,No,0,14000,5,10,10,1,6,5,9,8,4,7,7,4,7,8,5,Sí
26-35,Universitario,2M-4M,Empresa,Trimestral,Web,2-3 veces,Sí,5,214000,10,8,6,1,7,4,6,10,4,10,7,6,10,8,10,Sí
46-55,Secundaria,500k-1M,Empresa,Anual,Web,Nunca,No,6,33000,9,10,2,1,9,6,9,8,6,5,10,6,8,10,10,No
26-35,Técnico,500k-1M,Individual,Semestral,Presencial,Nunca,No,5,48000,6,5,10,1,9,3,6,6,7,9,6,10,10,7,9,Sí
18-25,Universitario,1M-2M,Individual,Primera vez,Presencial,Nunca,No,0,1131000,7,10,8,4,8,9,4,9,8,10,7,3,3,6,5,No
26-35,Postgrado,1M-2M,Individual,Semestral,Web,Nunca,No,0,6000,7,5,6,2,5,10,8,6,8,2,10,7,10,7,7,Sí
46-55,Secundaria,500k-1M,Empresa,Anual,Transferencia,Nunca,No,1,120000,8,1,10,9,8,4,5,2,3,10,6,9,9,7,10,Sí
56-65,Técnico,1M-2M,Individual,Primera vez,Web,2-3 veces,No,0,115000,6,1,10,10,4,8,7,6,4,8,8,7,1,5,2,No
56-65,Universitario,1M-2M,Individual,Anual,Web,2-3 veces,Sí,18,203000,8,6,1,7,4,10,5,2,10,10,8,10,10,8,7,No
36-45,Técnico,1M-2M,Individual,Primera vez,Teletón anual,Nunca,No,0,146000,9,1,8,4,6,4,5,4,5,10,6,6,10,6,6,No
46-55,Universitario,<500k,Individual,Anual,Web,Nunca,No,0,39000,7,10,4,1,5,10,4,10,1,9,6,5,10,6,6,No
26-35,Universitario,2M-4M,Empresa,Primera vez,Teletón anual,2-3 veces,Sí,0,5000,8,6,7,3,8,3,10,4,3,8,5,9,2,9,8,No
26-35,Universitario,500k-1M,Individual,Primera vez,Presencial,1 vez,No,0,35000,6,2,10,9,8,5,3,3,1,8,7,7,5,10,6,Sí
56-65,Técnico,500k-1M,Empresa,Anual,Teletón anual,Nunca,No,4,407000,10,6,8,10,3,6,7,10,7,10,5,4,9,10,4,Sí
18-25,Técnico,500k-1M,Individual,Primera vez,Otro,Nunca,No,0,85000,5,6,10,3,4,7,8,3,2,8,7,4,8,7,7,Sí
18-25,Universitario,<500k,Empresa,Trimestral,Web,Nunca,Sí,13,90000,7,3,10,10,4,10,9,2,7,9,8,8,10,9,6,No
26-35,Universitario,<500k,Individual,Primera vez,Web,Nunca,No,0,133000,9,1,8,10,5,1,8,6,6,3,8,10,4,10,3,No
18-25,Secundaria,1M-2M,Individual,Anual,Web,Nunca,No,11,103000,7,6,10,10,8,1,6,7,1,9,5,7,10,9,5,No
26-35,Universitario,<500k,Empresa,Primera vez,Teletón anual,Nunca,No,0,547000,9,9,2,1,6,1,9,6,10,7,9,10,1,5,8,No
46-55,Secundaria,500k-1M,Individual,Anual,Teletón anual,Nunca,Sí,6,174000,9,7,10,1,6,3,9,9,10,10,10,7,5,8,10,Sí
36-45,Universitario,500k-1M,Empresa,Mensual,Teletón anual,Nunca,No,4,44000,7,10,3,7,10,6,7,9,5,6,8,10,8,8,5,No
56-65,Técnico,<500k,Individual,Primera vez,Web,Nunca,Sí,0,15000,3,2,7,4,1,4,6,5,7,10,5,10,6,4,9,No
56-65,Postgrado,4M+,Individual,Mensual,Web,Nunca,No,5,38000,7,10,1,10,9,3,6,8,9,4,7,10,5,7,10,No
36-45,Técnico,<500k,Individual,Primera vez,Transferencia,1 vez,No,0,16000,6,10,6,1,5,8,4,10,6,9,6,7,5,8,2,Sí
26-35,Técnico,500k-1M,Individual,Semestral,Teletón anual,2-3 veces,No,4,31000,10,1,10,7,7,10,9,6,8,5,8,10,10,4,10,Sí
36-45,Secundaria,500k-1M,Individual,Anual,Teletón anual,Nunca,No,19,169000,10,3,10,10,6,7,10,5,9,9,8,8,10,5,10,Sí
46-55,Técnico,<500k,Individual,Trimestral,Web,Nunca,Sí,6,57000,6,10,10,4,10,5,5,8,8,6,8,10,7,7,7,Sí
26-35,Universitario,<500k,Individual,Anual,Otro,4+,No,7,1142000,9,8,5,1,5,8,7,10,10,10,7,3,1,8,10,Sí
46-55,Postgrado,1M-2M,Individual,Anual,Transferencia,Nunca,No,9,63000,9,1,5,10,7,8,7,9,7,8,8,8,10,5,10,Sí
36-45,Técnico,2M-4M,Fundación,Primera vez,Web,Nunca,No,0,5496000,8,4,7,1,7,5,6,5,5,4,6,8,6,6,8,No
46-55,Técnico,<500k,Fundación,Primera vez,Web,Nunca,No,0,300000,7,3,10,4,3,10,6,1,8,9,6,4,6,8,5,Sí
